,WarNum,WarName,WarType,Ccode,Player,Side,Intnl,Unnamed: 7,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death,stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version,exact_match,war_sum_milex,war_sum_milper,war_sum_irst,war_sum_pec,war_milex_pct,war_milper_pct,war_irst_pct,war_pect_pct
87975,108,Latvian Liberation,1,255,Germany,2,,,4,16,1919,7,13,1919,0,2,2,750,GMY,255,1919,80023,114,7847,146740,62897,14803,0.0768036,2011,TRUE,9126167,8140,22341,358646,0.008768522,0.014004914,0.351237635,0.40914997
88145,718,Spanish Civil War,4,255,Germany,2,1,,8,27,1936,3,29,1939,,2,1,300,GMY,255,1936,2332782,596,19208,190767,67349,20445,0.1151153,2011,TRUE,3630841,1450,21606,208223,0.642490817,0.411034483,0.889012311,0.916166802
88301,139,World War II,1,255,Germany,2,,,9,1,1939,5,7,1945,1,14,2,3500000,GMY,255,1939,12000000,2750,23733,255050,79798,23627,0.1779559,2011,TRUE,39435138,21672,142953,1972270,0.304297147,0.126891842,0.166019601,0.129317994
88470,221,War for Kosovo,1,255,Germany,1,,,3,24,1999,6,10,1999,1,2,1,0,GMY,255,1999,31182000,331,42062,464418,82178,25304,0.0277775,2011,TRUE,437736000,3799,221483,4819375,0.071234717,0.087128192,0.189910738,0.096364778
88625,481,Afghan Resistance,3,255,Germany,1,,,12,23,2001,12,31,2007,1,7,5,25,GMY,255,2001,26902000,308,44803,480530,82340,25345,0.0262841,2011,TRUE,109267000,892,99998,1654837,0.246204252,0.34529148,0.448038961,0.290379052
88655,49,Lopez,1,150,Paraguay,2,,,11,12,1864,3,1,1870,1,1,2,200000,PAR,150,1864,-9,30,0,0,502,0,0.0011916,2011,TRUE,2968,64,0,343,-0.003032345,0.46875,0,0
88859,656,Paraguay,4,150,Paraguay,1,0,,7,15,1911,5,11,1912,,1,2,4000,PAR,150,1911,156,3,0,0,630,0,0.000222,2011,TRUE,156,3,0,0,1,1,0,0
89042,124,Chaco,1,150,Paraguay,1,,,6,15,1932,6,12,1935,0,1,1,36000,PAR,150,1932,1812,3,0,0,920,112,0.0003539,2011,TRUE,4719,10,0,7,0.383979657,0.3,0,0
89219,727,Paraguay,4,150,Paraguay,1,0,,3,7,1947,8,20,1947,,1,1,-9,PAR,150,1947,5002,9,0,3,1310,182,0.0003685,2011,TRUE,5002,9,0,3,1,1,0,1
89377,55,Seven Weeks,1,275,Hesse Grand Ducal,2,,,6,15,1866,7,26,1866,0,2,2,100,HSG,275,1866,147,12,10,-9,856,0,0.0011775,2011,TRUE,31276,619,1137,27782,0.00470009,0.019386107,0.008795075,-0.000323951
89429,55,Seven Weeks,1,271,Wuerttemburg,2,,,6,15,1866,7,26,1866,0,2,2,100,WRT,271,1866,328,12,10,-9,1761,0,0.0016377,2011,TRUE,31276,619,1137,27782,0.010487275,0.019386107,0.008795075,-0.000323951
89489,58,Franco-Prussian,1,271,Wuerttemburg,1,,,7,19,1870,11,25,1870,0,2,1,976,WRT,271,1870,435,14,10,-9,1806,0,0.0017541,2011,TRUE,104536,790,2489,48034,0.004161246,0.017721519,0.004017678,-0.000187367
89541,55,Seven Weeks,1,245,Bavaria,2,,,6,15,1866,7,26,1866,0,2,2,500,BAV,245,1866,962,73,30,367,4815,168,0.0068818,2011,TRUE,31276,619,1137,27782,0.030758409,0.117932149,0.026385224,0.013209992
89601,58,Franco-Prussian,1,245,Bavaria,1,,,7,19,1870,11,15,1870,0,2,1,5600,BAV,245,1870,1247,-9,30,285,4851,173,0.0044664,2011,TRUE,104536,790,2489,48034,0.011928905,-0.011392405,0.012053033,0.005933297
89626,55,Seven Weeks,1,280,Mecklenburg Schwerin,1,,,6,15,1866,7,26,1866,0,2,1,100,MEC,280,1866,-9,5,0,-9,558,0,0.0004714,2011,TRUE,31276,619,1137,27782,-0.000287761,0.008077544,0,-0.000323951
89678,55,Seven Weeks,1,273,Hesse Electoral,2,,,6,15,1866,7,26,1866,0,2,2,100,HSE,273,1866,150,8,10,420,749,0,0.0011797,2011,TRUE,31276,619,1137,27782,0.00479601,0.012924071,0.008795075,0.015117702
89729,55,Seven Weeks,1,269,Saxony,2,,,6,15,1866,7,26,1866,0,2,2,600,SAX,269,1866,344,27,10,2859,2383,159,0.0057244,2011,TRUE,31276,619,1137,27782,0.010998849,0.04361874,0.008795075,0.102908358
89781,55,Seven Weeks,1,267,Baden,2,,,6,15,1866,7,26,1866,0,2,2,100,BAD,267,1866,256,8,10,-9,1434,0,0.001275,2011,TRUE,31276,619,1137,27782,0.00818519,0.012924071,0.008795075,-0.000323951
89841,58,Franco-Prussian,1,267,Baden,1,,,7,19,1870,11,22,1870,0,2,1,956,BAD,267,1870,795,14,10,-9,1458,0,0.0020298,2011,TRUE,104536,790,2489,48034,0.007605036,0.017721519,0.004017678,-0.000187367
89872,55,Seven Weeks,1,240,Hanover,2,,,6,15,1866,6,29,1866,0,2,2,500,HAN,240,1866,485,27,60,234,1934,0,0.0032339,2011,TRUE,31276,619,1137,27782,0.015507098,0.04361874,0.052770449,0.00842272
90099,658,Cuban Black Uprising,5,40,Cuba,1,0,,5,20,1912,6,27,1912,,1,1,50,CUB,40,1912,-9,5,0,16,2360,316,0.0011764,2011,TRUE,-9,5,0,16,0,1,0,1
90254,745,Cuban Revolution,4,40,Cuba,1,0,,5,24,1958,1,2,1959,,1,2,2000,CUB,40,1958,-9,19,20,5496,6763,1568,0.0017592,2011,TRUE,-9,19,20,5496,0,1,1,1
90380,186,War over Angola,1,40,Cuba,1,,,10,23,1975,2,12,1976,0,4,4,1500,CUB,40,1975,326000,120,298,15473,9299,1989,0.0020484,2011,TRUE,1867242,255,6873,128040,0.174589046,0.470588235,0.043358068,0.120845048
90490,798,Eritrean War,5,40,Cuba,1,1,,12,5,1976,12,-9,1978,,4,1,-9,CUB,40,1976,-9,125,250,15497,9430,2216,0.0023364,2011,TRUE,125111,175,250,25307,-7.19361E-05,0.714285714,1,0.612360217
90599,804,Angolan Control,4,40,Cuba,1,1,,2,13,1976,5,15,1991,,4,3,5500,CUB,40,1976,-9,125,250,15497,9430,2216,0.0023364,2011,TRUE,1445474,219,7392,123666,-6.22633E-06,0.570776256,0.033820346,0.125313344
90708,805,Second Ogaden Phase 1,5,40,Cuba,1,1,,7,1,1976,7,22,1977,,4,4,1500,CUB,40,1976,-9,125,250,15497,9430,2216,0.0023364,2011,TRUE,154221,221,250,27141,-5.83578E-05,0.56561086,1,0.570981172
90818,187,"Second Ogaden War, Phase 2",1,40,Cuba,1,,,11,23,1977,3,9,1978,0,4,4,700,CUB,40,1977,770000,200,330,16463,9547,2444,0.0027822,2011,TRUE,937036,478,330,28354,0.82174004,0.418410042,1,0.580623545
90928,808,Second Ogaden Phase 3,5,40,Cuba,1,1,,3,10,1978,12,3,1980,,4,1,-9,CUB,40,1978,1031579,210,324,15953,9644,2671,0.0028752,2011,TRUE,1332370,497,324,28849,0.774243641,0.422535211,1,0.552982772
90971,588,Meiji Restoration,4,740,Japan,1,0,,1,3,1868,7,4,1868,,7,1,-9,JPN,740,1868,907,0,0,4,34033,2019,0.0208137,2011,TRUE,907,0,0,4,1,0,0,1
91127,607,Satsuma Rebellion,5,740,Japan,1,0,,1,29,1877,9,24,1877,,7,1,7000,JPN,740,1877,1431,38,4,531,35870,2221,0.0205941,2011,TRUE,1431,38,4,531,1,1,1,1
91291,73,First Sino-Japanese,1,740,Japan,1,,,7,25,1894,3,30,1895,1,7,1,5000,JPN,740,1894,13167,83,24,4599,41142,2538,0.0282584,2011,TRUE,13158,1083,44,4854,1.000683995,0.076638966,0.545454545,0.947466007
91438,623,Tonghak Rebellion,4,740,Japan,1,1,,10,24,1894,11,28,1894,,7,1,-9,JPN,740,1894,13167,83,24,4599,41142,2538,0.0282584,2011,TRUE,13158,88,24,4599,1.000683995,0.943181818,1,1
91586,405,Japan-Taiwanese,2,740,Japan,1,,,5,29,1895,10,21,1895,0,7,1,4800,JPN,740,1895,11743,207,24,5074,41557,2637,0.031203,2011,TRUE,11743,207,24,5074,1,1,1,1
91738,82,Boxer Rebellion,1,740,Japan,1,,,6,17,1900,8,14,1900,1,7,1,622,JPN,740,1900,13311,182,1,8010,43847,3856,0.0288864,2011,TRUE,270293,3558,19114,532556,0.049246558,0.051152333,5.23177E-05,0.015040672
91889,85,Russo-Japanese,1,740,Japan,1,,,2,8,1904,9,15,1905,1,7,1,80378,JPN,740,1904,67273,218,60,12003,46135,4648,0.0545406,2011,TRUE,117578,1378,2826,49587,0.572156356,0.15820029,0.021231423,0.242059411
92039,432,Japan-Korean Guerrillas,2,740,Japan,1,,,8,1,1907,8,16,1910,0,7,1,136,JPN,740,1907,21466,262,91,14563,47416,5307,0.036371,2011,TRUE,21466,262,91,14563,1,1,1,1
92193,106,World War I,1,740,Japan,1,,,8,23,1914,11,11,1918,0,7,1,300,JPN,740,1914,108347,300,283,24190,52039,6678,0.0315951,2011,TRUE,7553077,9278,79683,1292901,0.01434475,0.032334555,0.003551573,0.018709863
92344,677,Russian Civil War,4,740,Japan,2,1,,8,3,1918,10,15,1920,,2,2,1500,JPN,740,1918,298716,660,813,29907,54739,7340,0.0292856,2011,TRUE,23132848,13094,57481,1022283,0.012913066,0.050404766,0.014143804,0.029255108
92500,700,Chinese Northern Expedition,4,740,Japan,2,1,,6,1,1927,6,1,1928,,7,1,500,JPN,740,1927,233185,274,1728,39288,61659,9230,0.0402106,2011,TRUE,233185,274,1728,39288,1,1,1,1
92651,121,Second Sino-Japanese,1,740,Japan,1,,,12,19,1931,5,22,1933,1,7,1,10000,JPN,740,1931,222176,292,1883,37235,65457,11481,0.0411423,2011,TRUE,295557,1992,1898,64777,0.751719634,0.146586345,0.992096944,0.574818223
92804,130,Third Sino-Japanese,1,740,Japan,1,,,7,7,1937,12,6,1941,1,7,1,250000,JPN,740,1937,942416,393,5801,53902,70630,19062,0.0534113,2011,TRUE,1350357,2393,5841,88717,0.69790137,0.164229001,0.993151858,0.607572393
92952,133,Changkufeng,1,740,Japan,1,,,7,29,1938,8,11,1938,1,7,2,526,JPN,740,1938,1699210,370,6472,56939,71013,19943,0.0590805,2011,TRUE,1699210,370,6472,56939,1,1,1,1
93100,136,Nomonhan,1,740,Japan,2,,,5,11,1939,9,16,1939,1,7,2,20000,JPN,740,1939,1699970,957,6696,60216,71380,20540,0.0590574,2011,TRUE,1699961,959,6696,60256,1.000005294,0.997914494,1,0.999336166
93249,139,World War II,1,740,Japan,2,,,12,7,1941,8,14,1945,0,17,2,1740000,JPN,740,1941,2929917,3075,6844,66842,72218,21290,0.0666311,2011,TRUE,39435138,21672,142953,1972270,0.074297115,0.141888151,0.047875875,0.033890897
93325,592,Guerre des Cacos,4,41,Haiti,1,0,,2,-9,1869,12,18,1869,,1,2,-9,HAI,41,1869,-9,4,0,0,592,0,0.0003456,2011,TRUE,-9,4,0,0,0,1,0,0
93475,611,Haitian Civil War,4,41,Haiti,1,0,,3,27,1883,1,8,1884,,1,1,8000,HAI,41,1883,244,7,0,0,834,0,0.0006626,2011,TRUE,244,7,0,0,1,1,0,0
93923,419,Somali Rebellion,2,530,Ethiopia,1,,,3,22,1901,4,21,1904,0,4,1,-9,ETH,530,1901,-9,150,0,0,7923,0,0.0066093,2011,TRUE,116887,671,4983,181916,-7.69974E-05,0.223546945,0,0
94061,702,Ethiopian Northern Resistance,5,530,Ethiopia,1,0,,8,-9,1928,4,-9,1930,,6,1,-9,ETH,530,1928,-9,100,0,0,11088,0,0.0049644,2011,TRUE,-9,100,0,0,0,1,0,0
94179,127,Conquest of Ethiopia,1,530,Ethiopia,2,,,10,3,1935,5,9,1936,0,4,2,16000,ETH,530,1935,-9,100,0,1,13286,128,0.0042804,2011,TRUE,513370,1480,2209,17646,-1.75312E-05,0.067567568,0,5.66701E-05
94292,139,World War II,1,530,Ethiopia,1,,,1,24,1941,7,3,1941,0,4,1,5000,ETH,530,1941,-9,-9,0,2,15513,177,0.0028083,2011,TRUE,39435138,21672,142953,1972270,-2.28223E-07,-0.000415282,0,1.01406E-06
94413,151,Korean,1,530,Ethiopia,1,,,5,1,1951,7,27,1953,0,7,6,120,ETH,530,1951,-9,20,0,4,19974,366,0.0023075,2011,TRUE,23376515,8330,124959,1700195,-3.85002E-07,0.00240096,0,2.35267E-06
94536,757,First Ogaden,5,530,Ethiopia,1,1,,6,-9,1963,3,30,1964,,4,1,-9,ETH,530,1963,21900,55,0,22,21908,674,0.0018357,2011,TRUE,26380,64,0,23,0.830174375,0.859375,0,0.956521739
94659,798,Eritrean War,5,530,Ethiopia,1,1,,1,31,1975,12,-9,1978,,4,1,6100,ETH,530,1975,125120,50,0,9810,27102,1478,0.0019708,2011,TRUE,125111,175,250,25307,1.000071936,0.285714286,0,0.387639783
94771,805,Second Ogaden Phase 1,5,530,Ethiopia,1,1,,7,1,1976,7,22,1977,,4,4,9000,ETH,530,1976,128019,65,0,10098,35157,1523,0.0023648,2011,TRUE,154221,221,250,27141,0.830100959,0.294117647,0,0.372057035
94883,187,"Second Ogaden War, Phase 2",1,530,Ethiopia,1,,,7,23,1977,3,9,1978,0,4,4,1800,ETH,530,1977,135265,225,0,10297,36053,1577,0.0034103,2011,TRUE,937036,478,330,28354,0.144354112,0.470711297,0,0.363158637
94995,808,Second Ogaden Phase 3,5,530,Ethiopia,1,1,,3,10,1978,12,3,1980,,4,1,2000,ETH,530,1978,202898,233,0,10696,36972,1590,0.0034495,2011,TRUE,1332370,497,324,28849,0.152283525,0.468812877,0,0.370758085
95110,826,Tigrean and Eritrean,5,530,Ethiopia,1,0,,1,23,1982,5,28,1991,,4,2,10000,ETH,530,1982,459086,240,0,11638,32775,1662,0.0032256,2011,TRUE,459086,240,0,11638,1,1,0,1
95237,219,Badme Border,1,530,Ethiopia,2,,,5,6,1998,12,12,2000,0,4,6,70000,ETH,530,1998,387000,200,0,27429,59649,3235,0.0039388,2011,TRUE,684000,300,0,27984,0.565789474,0.666666667,0,0.980167238
95349,913,Oromo Liberation,5,530,Ethiopia,1,0,,5,30,1999,8,18,1999,,4,1,200,ETH,530,1999,444000,300,0,28051,61095,3421,0.0047372,2011,TRUE,444000,300,0,28051,1,1,0,1
95467,938,Third Somalia,4,530,Ethiopia,1,1,,10,9,2006,6,11,2008,,4,1,-9,ETH,530,2006,345000,183,0,30541,78291,2689,0.0041017,2011,TRUE,344982,385,0,35167,1.000052177,0.475324675,0,0.868456223
95482,60,First Central American,1,90,Guatemala,1,,,3,27,1876,4,25,1876,1,1,1,2000,GUA,90,1876,-9,3,0,0,581,0,0.0002735,2011,TRUE,155,4,0,0,-0.058064516,0.75,0,0
95636,70,Second Central American,1,90,Guatemala,2,,,3,28,1885,4,15,1885,1,1,2,800,GUA,90,1885,-9,3,0,0,681,0,0.0002855,2011,TRUE,114,4,0,0,-0.078947368,0.75,0,0
95802,88,Third Central American,1,90,Guatemala,1,,,5,27,1906,7,20,1906,1,1,1,400,GUA,90,1906,431,7,0,0,1030,0,0.0005178,2011,TRUE,725,11,0,0,0.594482759,0.636363636,0,0
96007,770,First Guatemala,4,90,Guatemala,1,1,,10,-9,1966,8,-9,1968,,1,1,200,GUA,90,1966,14700,9,0,61,4698,673,0.0005067,2011,TRUE,14700,9,0,61,1,1,0,1
96156,781,Second Guatemala,4,90,Guatemala,1,0,,11,15,1970,9,15,1971,,1,1,50,GUA,90,1970,17200,13,0,2694,5246,700,0.000569,2011,TRUE,17200,13,0,2694,1,1,0,1
96309,809,Third Guatemala,4,90,Guatemala,1,0,,3,12,1978,4,13,1984,,1,1,1250,GUA,90,1978,73200,14,0,3482,6543,745,0.000564,2011,TRUE,73200,14,0,3482,1,1,0,1
96345,60,First Central American,1,92,El Salvador,2,,,3,27,1876,4,25,1876,0,1,2,2000,SAL,92,1876,164,1,0,0,555,0,0.0002963,2011,TRUE,155,4,0,0,1.058064516,0.25,0,0
96492,70,Second Central American,1,92,El Salvador,1,,,3,28,1885,4,15,1885,0,1,1,200,SAL,92,1885,123,1,0,0,651,0,0.0002674,2011,TRUE,114,4,0,0,1.078947368,0.25,0,0
96651,88,Third Central American,1,92,El Salvador,2,,,5,27,1906,7,20,1906,0,1,2,300,SAL,92,1906,191,3,0,0,910,0,0.0002929,2011,TRUE,725,11,0,0,0.263448276,0.272727273,0,0
96790,91,Fourth Central American,1,92,El Salvador,2,,,2,19,1907,4,23,1907,0,1,2,300,SAL,92,1907,200,3,0,0,930,0,0.0003067,2011,TRUE,326,8,0,0,0.613496933,0.375,0,0
96953,712,Matanza,4,92,El Salvador,1,0,,1,20,1932,1,29,1932,,1,1,100,SAL,92,1932,126,3,0,0,1470,0,0.0002592,2011,TRUE,126,3,0,0,1,1,0,0
97128,175,Football War,1,92,El Salvador,1,,,7,14,1969,7,18,1969,1,1,1,700,SAL,92,1969,10480,4,3,668,3390,625,0.0003723,2011,TRUE,17580,10,3,1544,0.596131968,0.4,1,0.432642487
97276,817,El Salvador,4,92,El Salvador,1,0,,7,1,1979,2,1,1992,,1,3,-9,SAL,92,1979,68000,14,0,3032,4435,841,0.0004779,2011,TRUE,68000,14,0,3032,1,1,0,1
97372,377,Austrian-Bosnian,3,300,Austria-Hungary,1,,,7,29,1878,10,1,1878,1,2,1,3500,AUH,300,1878,14821,278,434,7594,37166,1480,0.045859,2011,TRUE,14821,278,434,7594,1,1,1,1
97511,106,World War I,1,300,Austria-Hungary,2,,,7,29,1914,11,3,1918,1,2,2,1200000,AUH,300,1914,1042000,839,2162,32416,52594,4405,0.0682345,2011,TRUE,7553077,9278,79683,1292901,0.137957021,0.090428972,0.027132513,0.025072299
97572,383,Franco-Tunisian,3,-8,Tunisia,2,,,6,-9,1881,4,4,1882,1,6,2,-9,TUN,616,1881,-9,5,0,0,1549,111,0.0011331,2011,TRUE,36984,583,1886,29421,-0.000243348,0.008576329,0,0
97853,100,First Balkan,1,355,Bulgaria,1,,,10,17,1912,4,19,1913,0,2,1,32000,BUL,355,1912,1620,61,0,244,4430,112,0.0030308,2011,TRUE,15823,360,0,1555,0.102382608,0.169444444,0,0.156913183
97959,103,Second Balkan,1,355,Bulgaria,2,,,6,30,1913,7,30,1913,1,2,2,18000,BUL,355,1913,1620,592,0,265,4500,118,0.0157337,2011,TRUE,36104,1174,0,3501,0.044870374,0.504258944,0,0.075692659
98066,106,World War I,1,355,Bulgaria,2,,,10,12,1915,9,29,1918,0,2,2,87500,BUL,355,1915,11911,49,0,169,4900,129,0.0012695,2011,TRUE,7553077,9278,79683,1292901,0.001576973,0.005281311,0,0.000130714
98179,693,Agrarian Rising,4,355,Bulgaria,1,0,,9,23,1923,9,28,1923,,2,1,-9,BUL,355,1923,7341,20,0,470,5100,185,0.001641,2011,TRUE,7341,20,0,470,1,1,0,1
98302,139,World War II,1,355,Bulgaria,2,,,12,13,1941,9,8,1944,0,2,2,9000,BUL,355,1941,-9,-9,0,1185,6700,336,0.0016613,2011,TRUE,39435138,21672,142953,1972270,-2.28223E-07,-0.000415282,0,0.000600831
98410,139,World War II,1,355,Bulgaria,1,,,9,9,1944,5,7,1945,0,2,1,1000,BUL,355,1944,-9,450,0,1731,6880,353,0.0034025,2011,TRUE,39435138,21672,142953,1972270,-2.28223E-07,0.02076412,0,0.000877669
98541,397,Belgian-Tib,3,211,Belgium,1,,,10,-9,1892,2,-9,1894,1,4,1,7000,BEL,211,1892,2049,51,753,15402,6195,704,0.0165091,2011,TRUE,2049,51,753,15402,1,1,1,1
98742,106,World War I,1,211,Belgium,1,,,8,4,1914,11,11,1918,0,2,1,13716,BEL,211,1914,9847,115,1396,16700,7684,894,0.0117327,2011,TRUE,7553077,9278,79683,1292901,0.001303707,0.012394913,0.017519421,0.012916689
98947,139,World War II,1,211,Belgium,1,,,5,10,1940,5,28,1940,0,2,1,9600,BEL,211,1940,289421,82,1894,26015,8295,921,0.0075867,2011,TRUE,39435138,21672,142953,1972270,0.007339165,0.003783684,0.01324911,0.013190385
99133,151,Korean,1,211,Belgium,1,,,1,20,1951,7,27,1953,0,7,6,97,BEL,211,1951,267099,77,5054,32207,8678,882,0.0091781,2011,TRUE,23376515,8330,124959,1700195,0.011425955,0.009243697,0.040445266,0.018943121
99321,750,First DRC (Zaire),5,211,Belgium,2,1,,7,11,1960,9,14,1960,,4,2,50,BEL,211,1960,383680,110,7141,36221,9153,869,0.0072474,2011,TRUE,383680,110,7141,36221,1,1,1,1
99504,762,Third DRC (Simba) Rebellion,4,211,Belgium,1,1,,11,24,1964,9,14,1965,,4,1,4,BEL,211,1964,498756,115,8796,43908,9378,889,0.0070917,2011,TRUE,503759,117,8796,44033,0.990068664,0.982905983,1,0.99716122
99697,811,Fourth DRC (Shaba),4,211,Belgium,1,1,,5,20,1978,6,6,1978,,4,1,-9,BEL,211,1978,3166709,109,12624,82971,9830,1152,0.0066292,2011,TRUE,22040801,690,35465,361000,0.14367486,0.157971014,0.355956577,0.229836565
99739,623,Tonghak Rebellion,4,730,Korea,1,1,,2,29,1894,11,28,1894,,7,1,-9,KOR,730,1894,-9,5,0,0,10714,208,0.0030191,2011,TRUE,13158,88,24,4599,-0.000683995,0.056818182,0,0
99908,151,Korean,1,840,Philippines,1,,,9,16,1950,7,27,1953,0,7,6,92,PHI,840,1950,38508,29,0,110,20275,1991,0.0032433,2011,TRUE,23376515,8330,124959,1700195,0.001647294,0.003481393,0,6.46985E-05
99975,735,Hukbalahap Rebellion,4,840,Philippines,1,0,,9,1,1950,5,-9,1954,,7,1,1600,PHI,840,1950,38508,29,0,110,20275,1991,0.0032433,2011,TRUE,38508,29,0,110,1,1,0,1
100058,163,"Vietnam War, Phase 2",1,840,Philippines,2,,,10,1,1966,1,28,1973,0,7,2,1000,PHI,840,1966,83116,45,0,7321,32862,3916,0.00338,2011,TRUE,53339760,3854,124761,1781471,0.001558237,0.011676181,0,0.004109525
100131,786,First Philippine-Moro,5,840,Philippines,1,0,,1,1,1972,4,19,1981,,7,1,10000,PHI,840,1972,119320,62,0,22608,38914,5524,0.0039071,2011,TRUE,119320,62,0,22608,1,1,0,1
100198,790,Philippines-NPA,4,840,Philippines,1,0,,10,1,1972,12,31,1992,,7,6,9000,PHI,840,1972,119320,62,0,22608,38914,5524,0.0039071,2011,TRUE,119320,62,0,22608,1,1,0,1
100293,916,Second Philippine-Moro,5,840,Philippines,1,0,,4,23,2000,6,22,2001,,7,3,-9,PHI,840,2000,1357000,106,426,38029,75967,21774,0.0055826,2011,TRUE,1357000,106,426,38029,1,1,1,1
100375,76,Greco-Turkish,1,350,Greece,2,,,2,15,1897,5,19,1897,1,2,2,600,GRC,350,1897,924,25,0,133,2451,115,0.0021064,2011,TRUE,6910,461,10,305,0.133719247,0.054229935,0,0.436065574
100573,100,First Balkan,1,350,Greece,1,,,10,17,1912,4,19,1913,0,11,1,5000,GRC,350,1912,1202,27,0,415,2725,201,0.0019046,2011,TRUE,15823,360,0,1555,0.075965367,0.075,0,0.266881029
100757,103,Second Balkan,1,350,Greece,1,,,6,30,1913,7,30,1913,0,2,1,2500,GRC,350,1913,4920,200,0,504,2744,397,0.0073416,2011,TRUE,36104,1174,0,3501,0.136272989,0.170357751,0,0.143958869
100944,106,World War I,1,350,Greece,1,,,6,29,1917,11,11,1918,0,2,1,5000,GRC,350,1917,34561,42,0,407,4646,457,0.0018323,2011,TRUE,7553077,9278,79683,1292901,0.004575751,0.004526838,0,0.000314796
101129,115,Second Greco-Turkish,1,350,Greece,2,,,5,5,1919,10,11,1922,1,11,2,30000,GRC,350,1919,53249,58,0,340,4674,490,0.0027804,2011,TRUE,86777,187,0,901,0.61363034,0.310160428,0,0.377358491
101333,139,World War II,1,350,Greece,1,,,10,25,1940,4,23,1941,0,2,1,18300,GRC,350,1940,62145,105,15,786,7319,865,0.0025271,2011,TRUE,39435138,21672,142953,1972270,0.001575879,0.004844961,0.00010493,0.000398526
101518,720,Greek Civil War,4,350,Greece,1,1,,12,3,1944,10,16,1949,,2,1,17970,GRC,350,1944,-9,-9,12,589,7300,884,0.0022436,2011,TRUE,16254362,4891,12349,228741,-5.53698E-07,-0.001840114,0.000971739,0.002574965
101708,151,Korean,1,350,Greece,1,,,1,20,1951,7,27,1953,0,7,6,169,GRC,350,1951,174333,160,30,382,7646,982,0.0030119,2011,TRUE,23376515,8330,124959,1700195,0.007457613,0.019207683,0.000240079,0.00022468
101830,775,Biafra,5,475,Nigeria,1,0,,7,6,1967,1,12,1970,,4,1,-9,NIG,475,1967,88491,35,0,6366,51183,5414,0.0044944,2011,TRUE,88491,35,0,6366,1,1,0,1
101896,823,Nigeria-Muslim,5,475,Nigeria,1,0,,12,18,1980,1,1,1981,,4,1,50,NIG,475,1980,701754,150,15,30466,72024,8359,0.0057958,2011,TRUE,701754,150,15,30466,1,1,1,1
101959,860,First Liberia,4,475,Nigeria,1,1,,11,-9,1990,11,28,1990,,4,7,0,NIG,475,1990,284270,94,220,40032,96154,13531,0.0059633,2011,TRUE,321890,101,220,40977,0.883127777,0.930693069,1,0.976938282
102014,870,Second Somalia,4,475,Nigeria,1,1,,12,13,1992,3,1,1995,,4,3,-9,NIG,475,1992,176900,76,140,51180,102128,15123,0.0063608,2011,TRUE,352628891,3664,134885,3575690,0.000501661,0.020742358,0.001037921,0.014313321
102067,878,Second Liberia,4,475,Nigeria,1,1,,10,15,1992,12,31,1992,,4,3,-9,NIG,475,1992,176900,76,140,51180,102128,15123,0.0063608,2011,TRUE,176891,78,140,52188,1.000050879,0.974358974,1,0.980685215
102126,898,Second Sierra Leone,4,475,Nigeria,2,1,,2,6,1998,11,10,2000,,4,1,-9,NIG,475,1998,2143000,76,15,70293,106409,20301,0.006782,2011,TRUE,38020000,311,15195,453518,0.056365071,0.24437299,0.000987167,0.154994951
102148,88,Third Central American,1,91,Honduras,2,,,5,27,1906,7,20,1906,0,1,2,300,HON,91,1906,103,1,0,0,510,0,0.0001435,2011,TRUE,725,11,0,0,0.142068966,0.090909091,0,0
102263,91,Fourth Central American,1,91,Honduras,2,,,2,19,1907,4,23,1907,0,1,2,300,HON,91,1907,135,1,0,0,520,0,0.0001625,2011,TRUE,326,8,0,0,0.414110429,0.125,0,0
102394,696,Honduran Conservative,4,91,Honduras,1,0,,2,9,1924,3,31,1924,,1,2,-9,HON,91,1924,1005,3,0,0,820,0,0.0002315,2011,TRUE,1005,3,0,0,1,1,0,0
102553,175,Football War,1,91,Honduras,2,,,7,14,1969,7,18,1969,0,1,2,1200,HON,91,1969,7100,6,0,876,2565,304,0.0002653,2011,TRUE,17580,10,3,1544,0.403868032,0.6,0,0.567357513
102604,91,Fourth Central American,1,93,Nicaragua,1,,,2,19,1907,4,23,1907,1,1,1,400,NIC,93,1907,-9,4,0,0,515,0,0.0002249,2011,TRUE,326,8,0,0,-0.027607362,0.5,0,0
102788,815,Sandinista Rebellion,4,93,Nicaragua,1,0,,9,9,1978,7,18,1979,,1,2,1000,NIC,93,1978,43000,6,0,2270,2410,594,0.0002943,2011,TRUE,43000,6,0,2270,1,1,0,1
102905,828,Contra War,4,93,Nicaragua,1,0,,3,18,1982,4,19,1990,,1,6,7000,NIC,93,1982,249000,41,0,2306,2957,676,0.000562,2011,TRUE,249000,41,0,2306,1,1,0,1
102965,645,Romanian Peasant Revolt,4,360,Romania,1,0,,3,15,1907,4,30,1907,,2,1,2000,ROM,360,1907,1929,69,0,1347,6630,309,0.0045475,2011,TRUE,1929,69,0,1347,1,1,0,1
103106,103,Second Balkan,1,360,Romania,1,,,7,11,1913,7,30,1913,0,2,1,1500,ROM,360,1913,3236,109,0,1693,7352,338,0.0053399,2011,TRUE,36104,1174,0,3501,0.089629958,0.092844974,0,0.483576121
